A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
3159,-2.345.911.563,-103.097.004,1.150.390.986,1.628.029.728,-1.399.632.034,358.785.703,-262.072.577,bad
3160,-1.339.886.975,-249.856.012,710.461.914,376.362.324,590.041.185,2.692.042.946,-1.365.127.445,bad
3161,-1.994.718.821,459.086.213,-1.078.757.716,677.493.022,283.108.335,336.912.539,-813.438.826,bad
3162,-280.806.396,-1.283.149.863,777.267.228,1.713.833.293,-502.566.684,1.008.791.456,939.702.545,bad
3163,1.471.951.677,-543.596.178,-3.706.613.519,456.446.007,2.417.321.106,2.136.522.109,-39.362.185,bad
3164,3.927.184.506,-3.192.721.652,-2.852.995.757,6.475.084.353,787.669.698,-907.340.902,724.561.237,good
3165,1.831.696.408,-1.400.383.813,-213.308.743,-467.852.536,1.395.362.241,614.226.653,586.654.871,good
3166,-2.152.251.433,-860.864.094,-752.832.247,72.131.171,-1.098.922.167,1.349.929.887,-1.487.431.453,bad
3167,732.457.401,-1.331.404.733,-1.639.145.167,1.553.624.694,132.915.724,1.352.320.735,-1.037.979.931,bad
3168,-1.184.769.258,-718.003.588,-893.006.256,2.181.660.691,1.306.560.109,-2.674.951.846,408.958.685,good
3169,-3.179.952.884,-1.644.596.613,272.318.882,-850.852.438,524.518.229,1.417.132.305,-756.864.314,good
3170,3.216.373,2.264.157.489,-1.134.655.762,2.252.035.365,-1.273.472.123,-1.636.350.877,874.231.935,good
3171,2.097.622.928,-3.290.629.484,-2.174.481.509,619.759.424,308.669.168,1.107.862.709,1.193.854.061,good
3172,2.486.321.803,1.012.876.216,11.564.614,22.595.738,-2.040.434.793,-946.572.186,127.212.642,good
3173,-465.842.962,-517.544.398,-719.749.535,881.697.702,214.780.422,-701.366.922,1.821.120.048,bad
3174,-1.720.685.717,1.309.049.957,277.338.034,1.612.229.859,1.674.737.186,-1.294.769.221,-1.455.839.994,good
3175,2.474.217.748,-1.652.325.149,-2.023.091.956,3.127.407.667,1.851.059.017,-1.063.566.604,518.813.987,good
3176,2.768.428.658,730.249.808,-3.473.113.971,1.574.102.314,-1.355.363.363,1.462.394.804,-208.976.341,good
3177,-2.954.896.105,4.202.643.132,-3.468.045.836,-2.146.075.341,-1.400.878.558,1.096.127.897,-1.679.607.938,good
3178,1.125.194.675,-177.412.658,-46.433.916,-21.640.012,848.118.378,-634.874.263,1.746.986.998,good
3179,814.521.008,-1.376.776.671,-457.899.941,2.474.659.754,600.720.992,389.628.231,-14.252.196,bad
3180,1.978.804.742,-1.668.787.148,160.049.961,1.923.280.521,-1.968.769.791,502.736.842,1.177.378.852,bad
3181,-4.674.679.526,-317.119.197,1.502.373.359,-422.457.356,66.586.105,476.368.686,-1.094.367.441,good
3182,-1.244.401.925,-3.280.975.289,-2.839.928.158,841.739.833,-644.497.424,3.787.029.205,701.310.229,good
3183,-655.557.381,-69.756.691,-892.089.569,-166.351.417,-2.821.525,2.463.541.204,-905.208.948,good
3184,-1.798.429.335,536.848.152,-871.272.937,327.010.326,195.390.915,970.268.562,-3.354.846.721,good
3185,-703.671.021,-870.704.492,60.564.413,107.055.025,-1.846.312.559,-1.293.248.073,1.215.772.084,bad
3186,2.277.789.152,-66.353.718,-834.341.428,2.245.548.762,2.548.064.036,-1.842.935.651,1.818.489.534,good
3187,-2.747.330.489,-1.093.614.998,-682.519.393,780.432.745,83.226.379,3.188.638.335,691.372.124,bad
3188,1.809.693.175,-1.593.318.536,-67.214.747,2.787.662.045,2.241.677.782,-210.516.948,54.510.856,good
3189,-2.413.639.709,-1.173.869.884,1.334.295.264,2.011.636.885,2.290.939.167,-36.429.993,-1.626.572.021,good
3190,-2.357.098.406,-38.761.689,1.645.947.559,-1.269.489.941,444.984.916,72.947.343,-2.801.128.268,good
3191,-3.455.867.868,1.324.931.134,-1.186.445.338,-846.702.886,689.681.928,68.201.662,-1.453.396.762,bad
3192,1.904.316.941,1.303.973.022,-2.608.859.945,979.139.062,-850.627.433,476.493.605,1.723.107.676,bad
3193,53.170.767,91.995.273,-526.661.359,-9.193.666,-1.425.081.371,-211.383.357,-402.743.899,good
3194,26.096.579,3.010.306.362,1.712.529.584,1.754.224.916,468.183.829,-2.160.814.453,4.902.216.626,bad
3195,1.673.063.156,-1.371.782.688,-1.967.652.131,111.735.639,1.612.901.458,-118.001.668,-356.564.039,good
3196,-2.156.863.512,-1.655.429.484,680.629.957,1.499.034.768,346.764.852,507.208.319,1.584.665.032,bad
3197,68.511.772,-1.972.439.511,-14.677.834,-372.102.333,2.473.622.941,-2.943.859.767,5.529.861.296,bad
3198,-1.355.544.196,118.888.116,-289.509.295,-384.313.803,-2.467.256.063,168.196.175,601.349.722,bad
3199,-1.245.207.658,-679.527.321,1.354.300.811,838.466.808,126.174.435,190.773.411,-2.200.125.883,good
3200,-1.086.595.995,136.031.475,1.143.306.847,2.258.588.745,1.354.276.136,-1.300.362.871,1.985.320.996,bad
3201,-854.770.543,-967.949.043,-954.626.554,707.906.164,-145.046.823,1.798.923.073,-2.290.337.606,bad
3202,412.579.946,-266.404.476,-3.881.718.079,253.518.474,-854.747.278,9.722.436,-2.599.374.036,good
3203,-2.190.462.209,1.900.422.732,260.775.226,2.595.715.918,-2.933.883.057,-3.218.398.786,-1.400.045.838,good
3204,-5.405.693.103,-55.606.292,-1.057.041.176,865.468.934,-304.585.486,1.041.008.522,-2.235.372.635,bad
3205,-2.417.838.628,-4.666.294.626,-126.116.766,1.304.831.254,-2.195.826.049,2.877.770.952,-384.312.533,bad
3206,-606.505.459,-21.968.009,-289.354.116,272.768.055,132.270.563,3.182.930.726,87.091.587,bad
3207,-3.010.789.725,-639.898.416,-2.456.270.868,-728.440.694,553.475.726,4.755.782.119,-827.880.576,bad
3208,-2.040.775.186,404.061.766,-2.528.924.654,374.761.343,3.000.332.571,2.466.241.409,-1.267.032.978,bad
3209,-46.518.003,-441.021.199,266.634.754,-3.424.639.414,6.228.487.613,-3.118.952.875,5.201.887.028,good
3210,-1.837.120.181,-29.495.946,1.403.076.051,1.582.249.104,-1.206.133.615,-179.449.251,3.201.419.042,bad
3211,99.872.652,-1.706.255.735,-1.505.287.619,9.914.835,3.309.562.482,214.310.761,957.153.269,bad
3212,69.877.107,-3.183.903.344,-960.171.707,62.462.647,3.003.148.355,-560.868.607,356.533.263,good
3213,-1.127.207.323,-12.233.329,-888.900.787,77.783.819,1.001.604.718,1.694.978.878,-3.452.096.304,good
3214,-1.896.801.906,150.357.708,2.424.059.525,3.029.809.104,-3.695.376.343,-680.822.174,-485.887.104,bad
3215,1.575.849.676,-3.005.397.619,-1.126.534.128,-195.179.725,3.094.803.083,-377.437.955,1.704.576.907,good
3216,-385.297.206,-542.395.184,2.895.543.216,-1.533.349.773,2.573.097.312,-634.605.969,-3.135.736.492,good
3217,-1.266.491.323,-2.316.384.219,176.518.738,1.853.829.226,1.843.592.366,676.473.654,-125.036.695,bad
3218,1.152.415.177,2.445.003.044,-1.560.773.329,3.790.427.031,-266.642.362,-1.537.781.172,3.582.814.236,good
3219,-1.061.163.045,-3.356.389.507,-483.019.184,20.029.289,1.833.040.764,3.453.467.719,359.055.577,bad
3220,732.731.725,-79.304.866,1.214.661.861,-85.216.604,-197.160.395,1.618.517.077,-3.132.193.701,good
3221,-1.464.082.644,-108.526.294,18.652.151,1.252.295.225,1.600.383.669,1.473.976.677,-1.336.576.589,good
3222,2.344.884.548,704.601.051,152.842.766,990.914.159,828.837.993,-1.296.001.827,1.441.385.597,good
3223,-1.941.595.223,-253.941.447,179.096.774,585.305.555,266.427.133,3.550.085.296,2.434.947.598,bad
3224,-3.245.176.568,245.042.231,1.786.683.989,19.287.779,2.748.912.715,-404.510.618,-173.387.327,good
3225,2.849.105.469,-810.499.077,-1.769.151.634,863.338.603,1.332.377.623,49.158.401,1.185.050.162,bad
3226,380.306.875,108.876.671,838.371.949,718.480.356,1.400.364.119,-2.327.666.271,2.411.086.303,good
3227,-2.983.325.412,573.440.898,82.280.487,533.181.203,2.134.812.422,-656.205.892,-292.865.794,good
3228,-2.837.173.607,-2.763.326.529,-1.404.539.288,1.496.063.439,213.663.126,3.894.982.726,2.454.228.211,bad
3229,1.184.530.819,-1.341.687.915,-3.321.873.248,7.561.485.391,-576.228.823,-2.336.227.203,-1.559.156.989,good
3230,-157.915.527,323.806.904,-893.337.848,-6.155.364,129.032.277,766.925.266,-5.236.625.293,good
3231,-1.125.117.458,-882.901.775,510.035.302,358.259.188,1.786.843.154,707.680.347,1.271.455.342,good
3232,-2.337.414.685,1.339.763.868,-4.753.825.289,1.725.398.252,-2.961.422.371,1.746.878.474,648.231.211,bad
3233,-273.062.432,-1.808.060.427,-4.085.385.815,172.564.326,-1.579.260.064,3.380.989.136,-3.847.081.054,bad
3234,-4.764.625.229,-1.431.214.548,554.838.929,1.433.735.012,73.011.157,2.429.639.211,1.756.848.405,bad
3235,1.418.533.482,-114.670.102,-50.510.953,454.915.849,-368.316.304,2.642.280.012,-1.347.701.929,good
3236,130.441.205,-1.375.330.097,-126.782.128,82.598.846,1.076.072.063,-669.544.722,141.772.588,bad
3237,-553.682.125,-3.900.723.508,2.999.135.979,1.919.043.877,2.033.281.757,1.609.727.498,-3.529.432,good
3238,-2.564.935.252,-154.168.123,1.628.078.637,830.584.429,1.628.192.068,-573.444.885,4.072.019.984,bad
3239,109.009.318,59.472.994,-1.978.437.102,-80.508.056,-3.696.736.876,1.108.279.225,-2.742.458.438,good
3240,10.158.397,-315.758.125,-1.972.457.545,584.135.157,2.133.440.464,-9.839.605,2.662.200.873,bad
3241,-2.429.093.018,-1.903.301.178,38.520.443,1.441.185.844,2.572.791.109,-139.493.166,-521.118.184,good
3242,1.722.806.639,304.331.728,-678.129.997,-2.006.044.922,2.684.418.811,-925.722,4.738.312.808,good
3243,157.264.625,-281.615.328,-4.380.837.151,305.577.197,2.274.682.269,1.059.189.083,-184.644.788,bad
3244,-2.042.188.947,-3.259.705.692,5.019.020.042,-1.807.715.157,705.932.295,1.798.553.071,-188.350.261,good
3245,-2.075.526.622,930.244.735,-1.116.749.954,1.947.498.439,-375.493.057,-830.434.881,-15.793.634,bad
3246,-1.282.859.052,-3.663.901.877,27.622.676,-764.491.094,1.040.626.553,2.805.087.911,-447.558.768,bad
3247,741.592.825,-2.043.126.967,658.164.664,-40.771.294,12.117.691,143.572.162,-241.369.341,bad
3248,-859.350.839,-1.048.091.013,618.029.629,198.748.598,1.493.582.976,587.974.109,-2.315.433.582,good
3249,191.239.473,-2.093.555.153,-3.272.688.286,607.203.026,-73.296.279,3.179.536.372,-2.349.616.349,bad
3250,995.229.632,-1.171.523.493,-823.730.332,-264.851.808,-645.413.931,186.016.987,-666.486.737,bad
3251,-3.143.221.256,-361.797.871,-3.204.505.945,507.967.879,-2.112.489.461,3.481.044.611,-5.256.590.346,bad
3252,2.229.054.486,-1.591.630.518,-4.369.493.538,1.012.074.406,995.412.987,2.743.001.766,-921.203.548,bad
3253,1.391.377.688,955.943.511,-1.433.923.906,724.165.627,1.864.884.502,-1.268.119.974,7.160.799,good
3254,-549.081.395,-1.968.652.389,2.256.429.446,84.785.356,891.708.454,1.198.122.248,5.538.526.181,bad
3255,1.015.947.119,-755.656.545,-1.786.810.652,-4.278.171,-907.030.084,1.561.819.278,-928.323.609,bad
3256,-54.990.862,766.912.787,-111.120.219,2.834.830.484,193.472.129,-2.336.585.084,541.694.462,good
3257,-2.780.291.562,-3.215.575.135,-4.824.952.064,83.398.463,-1.573.736.329,4.680.339.912,-4.781.573.815,bad
3258,1.798.630.409,-3.311.863.547,-854.161.142,2.328.398.878,-1.101.931.944,-65.939.832,1.904.027.416,good
3259,-2.136.529.778,-1.811.071.329,541.231.433,1.873.338.107,753.319.326,938.547.394,1.799.675.359,bad
3260,1.459.970.088,-523.290.193,-2.295.516.002,3.436.031.354,-50.537.162,-727.057.588,2.004.537.615,good
3261,-429.563.811,58.149.216,-997.900.265,-178.884.865,2.492.185.845,-169.497.375,210.347.278,bad
3262,1.172.627.897,-1.277.302.089,-434.008.982,2.819.312.166,239.643.271,-2.801.637.468,2.297.794.779,good
3263,-186.885.716,1.081.615.625,828.304.303,89.561.027,3.209.067.332,-340.760.201,12.971.345,good
3264,1.466.278.231,-3.403.241.758,880.975.653,2.713.308.819,-2.802.333.945,768.232.888,14.034.095,bad
3265,630.739.512,-1.459.409.967,-1.339.418.083,1.573.397.369,306.651.732,-922.364.395,1.300.693.775,good
3266,427.298.818,-423.651.199,-2.076.193.669,1.377.719.762,2.425.106.694,830.386.149,843.975.672,bad
3267,534.562.814,-2.521.123.327,-1.167.173.226,-809.862.953,5.227.780.537,138.275.763,638.381.721,bad
3268,-174.297.235,-1.697.831.942,-1.016.429.419,1.083.197.435,-501.024.744,1.866.597.326,2.693.643.818,bad
3269,2.530.664.993,-5.275.557.003,-1.070.968.206,-1.274.575.629,5.232.038.206,410.341.404,3.532.238.446,good
3270,-1.322.796.913,-2.205.124.931,-208.008.181,-96.415.863,1.694.696.081,1.428.918.677,94.783.296,bad
3271,-3.160.312.633,-761.810.602,-1.128.493.326,-78.224.321,141.305.915,456.119.729,108.746.451,bad
3272,-2.126.544.814,-6.764.439,-2.156.872.686,1.947.057.184,303.433.969,280.110.413,955.717.019,bad
3273,-1.777.471.726,-535.455.476,2.592.794.204,735.941.537,1.299.667.911,-2.698.621.492,239.350.287,bad
3274,-933.457.506,426.873.937,675.676.976,677.172.865,16.913.582,-1.754.665.533,2.701.821.479,bad
3275,-4.867.346.303,787.896.149,2.401.825.865,1.564.185.906,2.832.052.337,-1.905.370.564,-953.665.479,good
3276,-651.289.085,-249.712.348,-907.577.514,35.421.585,969.699.823,-1.986.275.489,-1.447.751.284,good
3277,2.962.386.019,457.106.939,-35.134.169,1.850.765.682,120.213.404,1.247.077.243,1.086.971.353,good
3278,-446.094.007,3.460.395.656,-3.745.793.088,-209.806.587,-1.150.347.999,1.953.259.612,-777.963.277,good
3279,1.762.091.893,2.050.865.761,-1.375.058.828,2.988.179.417,-353.031.154,-1.025.431.923,3.200.821.467,good
3280,417.919.236,-542.236.477,-2.401.747.149,5.909.077.531,-2.659.453.757,-180.497.869,-811.324.293,good
3281,-337.941.206,151.411.752,-929.492.761,-1.209.260.978,1.038.715.879,-810.870.703,-113.157.751,good
3282,1.131.184.679,-1.231.407.209,-744.317.276,1.546.482.031,1.424.070.306,-1.547.877.026,964.165.879,good
3283,-2.632.866.361,-3.854.800.002,735.692.125,1.310.519.299,-110.718.775,25.845.307,-4.926.744.501,bad
3284,1.645.045.466,-1.321.535.723,-1.266.669.832,5.567.917.869,-702.019.165,-1.996.032.302,2.245.048.782,good
3285,-585.505.154,-82.153.333,-90.870.239,1.222.367.188,64.208.128,-173.078.991,2.233.682.316,bad
3286,-2.177.249.651,1.238.871.335,-810.283.256,385.698.037,-1.273.850.077,737.213.588,101.084.709,bad
3287,918.144.694,-4.232.359.225,549.289.933,-1.407.725.877,3.322.634.047,-1.007.525.729,238.179.469,good
3288,-3.645.545.244,34.728.056,1.972.599.444,-236.277.753,2.953.790.582,-678.424.829,-2.554.458.565,good
3289,-3.924.647.702,-2.039.912.443,97.177.752,655.087.864,196.430.732,727.576.992,-3.329.460.085,bad
3290,-2.520.363.651,233.834.854,-5.671.517.238,1.611.890.861,-2.915.728.026,2.817.676.464,-1.021.048.144,bad
3291,-1.365.028.778,-1.630.329.292,2.529.225.394,-638.158.179,1.155.261.439,672.927.992,-2.372.509.423,good
3292,-991.445.728,-3.005.212.963,-263.099.777,-1.783.797.928,3.089.309.138,3.375.042.071,60.485.971,bad
3293,-1.948.446.684,-711.484.664,-769.561.648,903.579.486,1.945.107.962,2.012.527.011,1.434.992.327,bad
3294,-136.486.888,-33.948.633,1.009.494.231,1.553.068.988,-902.486.162,-2.618.676.198,784.539.205,bad
3295,-1.073.810.629,-1.438.582.896,489.339.111,392.365.566,400.685.311,-2.356.377.685,-405.650.725,good
3296,1.339.489.307,-98.498.385,-245.295.186,1.863.707.199,1.636.744.913,-2.173.060.481,1.108.448.274,good
3297,591.295.335,616.590.264,-525.947.541,6.110.621.104,-103.679.872,-344.005.964,1.899.782.249,good
3298,-990.224.977,-1.667.060.134,310.330.178,365.755.329,-2.110.675.284,-2.625.004.048,-1.822.560.505,bad
3299,1.782.690.714,2.849.563,106.592.074,2.472.595.201,-3.302.578.875,-119.870.931,4.046.948.428,bad
3300,-2.445.312.259,-2.510.460.723,-217.960.517,-120.860.831,2.590.837.075,1.098.858.599,248.128.233,bad
3301,-608.562.446,-1.436.172.761,972.275.098,212.534.224,107.251.909,1.535.771.667,-1.698.730.403,good
3302,-1.259.381.194,-67.812.758,890.656.613,1.609.135.467,708.535.153,1.632.985.424,56.143.631,good
3303,-1.977.979.998,-229.482.705,1.283.457.917,23.889.794,1.049.934.948,682.324.062,369.580.215,good
3304,-2.543.700.687,1.979.633.306,-1.058.214.215,145.222.131,727.827.049,12.213.217,-826.248.186,good
3305,1.718.641.807,-2.761.063.248,-592.669.642,13.556.338,680.596.659,-682.477.774,170.291.443,good
3306,2.117.070.831,-987.348.564,-4.111.676.899,1.887.538.063,-491.670.135,2.087.674.296,-1.652.114.056,bad
3307,-1.561.175.378,-1.003.403.528,-177.572.787,3.168.429.813,-1.721.205.206,2.084.304.622,599.425.465,bad
3308,-2.162.178.751,-1.337.456.735,1.809.359.916,926.541.854,3.453.820.296,-1.411.285.921,-3.999.915.065,good
3309,-239.188.058,-439.061.706,1.352.598.277,793.295.966,958.103.174,-2.876.156.852,1.689.852.489,good
3310,-1.656.849.834,-46.383.553,2.501.078.271,3.059.996.627,-2.901.711.046,-2.945.826.858,12.649.463,bad
3311,127.350.962,146.745.629,-1.573.093.607,3.495.491.609,-1.719.938.285,-573.787.792,2.651.101.705,good
3312,-267.017.801,437.903.888,1.783.058.723,630.390.551,1.459.112.019,-2.357.962.276,1.802.374.182,bad
3313,-1.568.585.346,-1.970.699.785,1.262.787.248,-524.398.059,573.744.072,2.011.534.383,-2.824.366.834,good
3314,-1.370.508.202,-1.303.096.804,-314.991.029,316.259.935,1.939.959.006,-142.560.201,2.979.749.725,bad
3315,227.638.615,615.441.573,-521.592.211,1.552.273.213,-1.042.000.889,-78.349.687,-3.081.881.098,bad
3316,-91.727.561,185.842.223,-826.041.162,1.369.837.505,-206.288.255,-137.803.731,1.599.195.218,good
3317,-1.500.992.407,1.149.508.409,-84.614.738,2.503.724.629,-1.946.781.123,-256.118.753,1.129.927.802,good
3318,747.500.782,982.837.502,-1.384.433.712,-128.181.814,-407.043.168,1.683.242.542,-3.543.715.634,good
3319,-2.894.795.693,-1.649.702.587,1.820.986.308,2.706.713.255,-484.924.511,-581.211.313,-771.607.308,bad
3320,2.563.247.684,-2.872.912.902,-530.600.222,226.187.328,-1.386.298.333,4.826.221.058,108.475.409,good
3321,-2.017.862.342,-505.052.718,1.008.961.555,-846.893.652,2.391.001.784,-267.802.589,3.615.340.239,bad
3322,-1.988.115.833,-10.288.746,-971.751.212,-69.182.491,2.971.389.746,469.544.275,2.133.817.463,bad
3323,-883.525.545,-530.053.355,1.637.442.971,273.507.329,-433.867.413,125.011.331,-1.149.860.234,good
3324,-473.892.295,-640.130.989,-1.011.546.617,406.789.919,2.406.118.717,1.309.843.991,-1.519.654.387,bad
3325,1.617.343.644,267.883.259,-1.334.390.127,-123.272.463,1.053.571.849,-427.463.388,421.589.696,good
3326,1.349.008.622,-2.018.209.186,-2.611.487.306,2.458.010.267,2.300.241.107,-777.950.958,947.553.035,good
3327,-2.524.939.153,-30.864.294,436.660.127,-603.008.147,1.202.711.651,98.640.871,-205.390.054,good
3328,-272.156.418,260.152.568,1.367.541.828,357.822.364,1.710.660.498,556.430.966,48.978.998,bad
3329,252.995.938,-394.867.211,-1.124.146.313,1.123.494.233,-984.754.245,-622.096.821,-698.871.555,bad
3330,704.417.631,1.057.612.035,-3.080.788.388,-157.690.269,-809.117.084,1.035.042.443,-429.252.652,good
3331,-958.481.993,-936.945.599,-525.712.345,1.419.508.279,2.018.538.987,530.124.636,-2.501.304.538,good
3332,963.711.311,-186.028.867,-1.403.153.995,906.509.406,-994.087.228,-44.597.397,-1.661.294.173,bad
3333,-1.406.763.969,-104.892.287,1.442.689.301,1.584.733,1.405.372.151,-3.400.368.075,701.403.599,good
3334,651.453.766,-2.548.505.605,10.051.058,1.312.388.092,-356.026.507,-148.830.309,-2.609.107.132,bad
3335,-2.429.393.276,-72.492.924,675.312.577,6.567.841,2.658.558.184,-18.457.088,142.771.444,bad
3336,3.101.422.304,-1.222.490.146,-2.181.311.384,-135.956.461,2.608.299.255,1.285.016.017,1.880.348.648,good
3337,-230.900.559,234.422.865,2.175.081.006,1.730.938.479,-306.653.321,-2.609.955.276,1.062.466.224,bad
3338,1.686.002.901,767.524.181,-2.826.380.711,-1.367.417.904,758.429.709,988.281.742,-865.797.956,good
3339,-3.130.432.716,-53.778.476,1.944.986.901,681.933.925,813.863.939,-134.075.827,3.296.287.937,bad
3340,1.991.509.172,-1.886.054.744,-635.264.413,4.097.846.712,-4.423.746.796,-2.836.671.248,-431.719.785,bad
3341,135.915.563,-3.690.918.189,-748.284.536,1.939.690.079,-47.010.556,831.898.372,3.540.891.827,bad
3342,-1.052.251.562,-3.275.731.516,-1.498.742.029,303.527.884,81.703.617,2.455.966.268,-4.412.881.167,bad
3343,-1.221.547.292,-784.626.396,1.161.443.717,1.729.885.644,-236.811.821,27.830.642,406.387.122,bad
3344,-908.674.176,-2.023.678.278,-825.549.207,799.667.041,268.829.322,-212.986.404,5.240.468.622,bad
3345,-425.977.379,657.611.421,967.383.217,80.754.669,2.987.883.744,-2.443.464.517,1.271.605.588,bad
3346,815.687.537,-254.575.717,-123.157.099,1.929.130.323,-1.906.186.176,-1.007.350.084,-1.478.188.555,bad
3347,46.606.931,-3.221.736.543,1.024.727.597,863.847.284,1.310.376.599,-19.323.726,1.899.972.028,good
3348,-394.603.433,-399.161.414,-2.875.348.042,10.531.903,-121.795.562,4.458.874,-1.316.498.558,good
3349,-3.300.243.836,315.796.135,-1.397.065.816,-461.591.464,2.198.573.081,-1.238.871.165,-3.580.039.861,good
3350,-1.759.393.384,-609.318.156,65.756.823,370.763.501,397.799.834,-935.351.268,2.635.430.475,bad
